,0,1,zero
0,0.3,0.4764366702587849,
1,0.31,0.41694033668904196,
2,0.32,0.4572680139275612,
3,0.33,0.3865384539448228,
4,0.34,0.3084379952813425,
5,0.35000000000000003,0.34341298557901156,
6,0.36000000000000004,0.3449249041293777,
7,0.37000000000000005,0.31223456559770957,
8,0.38000000000000006,0.31646310767968033,
9,0.39000000000000007,0.4667485304290345,
10,0.4000000000000001,0.4822332890923887,
11,0.4100000000000001,0.4752651437046892,
12,0.4200000000000001,0.4195423778365668,
13,0.4300000000000001,0.5983875316328227,
14,0.4400000000000001,0.4259767469871205,
15,0.4500000000000001,0.5644075951519768,
16,0.46000000000000013,0.696366246633911,
17,0.47000000000000014,0.6259623629413563,
18,0.48000000000000015,0.537607560476442,
19,0.49000000000000016,0.69601733406336,
