,0,1,zero
0,0.2,1.3406994554046858,
1,0.21000000000000002,1.2600585252264236,
2,0.22000000000000003,1.0624683707274745,
3,0.23000000000000004,1.1983074983951876,
4,0.24000000000000005,1.0329563072532468,
5,0.25000000000000006,0.9770751164159637,
6,0.26000000000000006,0.9287471629067459,
7,0.2700000000000001,0.8736970797946395,
8,0.2800000000000001,0.9449397951175416,
9,0.2900000000000001,0.7196288065956051,
10,0.3000000000000001,0.776976563930285,
11,0.3100000000000001,0.6266372738104361,
12,0.3200000000000001,0.7051132097251025,
13,0.3300000000000001,0.825907805937804,
14,0.34000000000000014,0.7048328878298711,
15,0.35000000000000014,0.7130478319994267,
16,0.36000000000000015,0.7782486221661621,
17,0.37000000000000016,0.7341679282011612,
18,0.38000000000000017,0.697807437406263,
19,0.3900000000000002,0.7758734369927931,
20,0.4000000000000002,0.6771023440811138,
21,0.4100000000000002,0.7027045476830259,
22,0.4200000000000002,0.728057965227375,
23,0.4300000000000002,0.6738008256584931,
24,0.4400000000000002,0.6901900312953814,
25,0.45000000000000023,0.7011356499391367,
26,0.46000000000000024,0.7163954552775639,
27,0.47000000000000025,0.7673463262825092,
28,0.48000000000000026,0.6757801529249722,
29,0.49000000000000027,0.910548386147972,
