,x1,e1,x2,e2,x3,e3,x4,e4,x5,e5,x6,e6,x7,e7,x8,e8,x9,e9,x10,e10,zero
0,0.1,0.4007420202782012,0.1,0.5071532927690425,0.1,0.5085057898516732,0.1,0.44966078060933107,0.1,0.4621132443940524,0.1,0.545705385276249,0.1,0.38323104730125906,0.1,0.38362455748908214,0.1,0.6800421314150067,0.1,0.5390985215809108,
1,0.11,0.7214014200423504,0.11,0.6088961798009531,0.11,0.6652429793958248,0.11,0.5560988752687128,0.11,0.6717436971168429,0.11,0.6807623332016945,0.11,0.7322879205691677,0.11,0.6930684345588349,0.11,0.557436354210632,0.11,0.6201809002580729,
2,0.12,0.7278559711224784,0.12,0.7721222246235986,0.12,0.7020836151236851,0.12,0.7952636445584642,0.12,0.6617083008637237,0.12,0.7730138595007119,0.12,0.7601744868459932,0.12,0.6183768343755875,0.12,0.7303008467860506,0.12,0.8353818611598731,
3,0.13,0.8872992526893906,0.13,0.6520438518517149,0.13,0.8452884934404006,0.13,0.6545364607436845,0.13,0.7431614074325177,0.13,0.7226096934809187,0.13,0.8028966462944382,0.13,0.773950947230897,0.13,0.8127657085109452,0.13,0.8400737854416167,
4,0.13999999999999999,0.7754522694203558,0.13999999999999999,0.9951249936286837,0.13999999999999999,0.835837306322692,0.13999999999999999,0.959977139232268,0.13999999999999999,0.8926127270462447,0.13999999999999999,0.9375001095514581,0.13999999999999999,0.8287487622917891,0.13999999999999999,0.774274336619758,0.13999999999999999,0.8645707533146745,0.13999999999999999,1.0620521794145004,
5,0.14999999999999997,1.0507663687353082,0.14999999999999997,0.9342400329117637,0.14999999999999997,1.1039653900316178,0.14999999999999997,1.1184683362470316,0.14999999999999997,1.0930390771985954,0.14999999999999997,0.7731803123284611,0.14999999999999997,0.9141441352726811,0.14999999999999997,0.9408296550092801,0.14999999999999997,1.0791571878507478,0.14999999999999997,0.9340388121078356,
6,0.15999999999999998,1.0335194751446297,0.15999999999999998,1.0302477907154113,0.15999999999999998,1.0825786012340195,0.15999999999999998,1.0706903892644384,0.15999999999999998,1.0425859396934825,0.15999999999999998,1.047582695390625,0.15999999999999998,0.9504792946977616,0.15999999999999998,1.0925138060876587,0.15999999999999998,1.0544913991881895,0.15999999999999998,1.0182030081959457,
7,0.16999999999999998,1.1755799434259586,0.16999999999999998,1.170244313777203,0.16999999999999998,1.148500777137375,0.16999999999999998,1.0564211370592873,0.16999999999999998,1.2759107738106268,0.16999999999999998,1.2480100267439307,0.16999999999999998,1.0937797413377577,0.16999999999999998,1.0163972651005542,0.16999999999999998,1.0694153667335038,0.16999999999999998,1.1944936923330551,
8,0.17999999999999997,1.4290053596297765,0.17999999999999997,1.2122195138364102,0.17999999999999997,1.3030701415546206,0.17999999999999997,1.3528570619045777,0.17999999999999997,1.2866538272233046,0.17999999999999997,1.356087323292091,0.17999999999999997,1.2002173274688468,0.17999999999999997,1.1782158941020409,0.17999999999999997,1.2872708517963822,0.17999999999999997,1.221244673136019,
9,0.18999999999999995,1.302596284239442,0.18999999999999995,1.279084185065595,0.18999999999999995,1.1605604916729093,0.18999999999999995,1.3499301066517029,0.18999999999999995,1.1521803236339783,0.18999999999999995,1.3052389179994321,0.18999999999999995,1.396762629824312,0.18999999999999995,1.1696273640346246,0.18999999999999995,1.1797079565937685,0.18999999999999995,1.292761298701664,
10,0.19999999999999996,1.404663036158925,0.19999999999999996,1.2209568958807548,0.19999999999999996,1.1933184091713063,0.19999999999999996,1.420695153043024,0.19999999999999996,1.4685437950984006,0.19999999999999996,1.3044935849135526,0.19999999999999996,1.458148428892276,0.19999999999999996,1.4222725543114787,0.19999999999999996,1.3457029651254164,0.19999999999999996,1.2713507036457934,
11,0.20999999999999996,1.3818582044056387,0.20999999999999996,1.38211652247101,0.20999999999999996,1.6071249043993185,0.20999999999999996,1.3738581687380589,0.20999999999999996,1.3045432636975194,0.20999999999999996,1.4501668897035769,0.20999999999999996,1.3907034037791735,0.20999999999999996,1.3746729676936142,0.20999999999999996,1.5355750940879724,0.20999999999999996,1.4706045497674147,
12,0.21999999999999995,1.556410406838802,0.21999999999999995,1.515418662697881,0.21999999999999995,1.39891599278976,0.21999999999999995,1.4630137496628244,0.21999999999999995,1.3961389738142278,0.21999999999999995,1.4665170409613557,0.21999999999999995,1.5097032252937739,0.21999999999999995,1.5085808980534572,0.21999999999999995,1.3923482403009957,0.21999999999999995,1.4877386493155091,
13,0.22999999999999995,1.5089210214648474,0.22999999999999995,1.4713496034955387,0.22999999999999995,1.4793711552792879,0.22999999999999995,1.5557865088383422,0.22999999999999995,1.5520977901120498,0.22999999999999995,1.564052082298768,0.22999999999999995,1.4963383054711727,0.22999999999999995,1.5325009890618673,0.22999999999999995,1.4475676649276503,0.22999999999999995,1.472618680860905,
14,0.23999999999999994,1.7154116033548026,0.23999999999999994,1.6442732341459072,0.23999999999999994,1.5547079400964108,0.23999999999999994,1.6569574556437168,0.23999999999999994,1.6273548040787984,0.23999999999999994,1.6014713514728685,0.23999999999999994,1.4949096093489131,0.23999999999999994,1.4859517832245996,0.23999999999999994,1.6572116280373441,0.23999999999999994,1.4644242855932252,
15,0.24999999999999992,1.5577110072329454,0.24999999999999992,1.5525068704357425,0.24999999999999992,1.632845929458221,0.24999999999999992,1.6307996274490981,0.24999999999999992,1.5582646965033091,0.24999999999999992,1.7023097959857894,0.24999999999999992,1.691922137954476,0.24999999999999992,1.8018491062387392,0.24999999999999992,1.6923556548205017,0.24999999999999992,1.5608577137872761,
16,0.2599999999999999,1.6589935481490958,0.2599999999999999,1.7035902539371817,0.2599999999999999,1.7380346497725419,0.2599999999999999,1.7704376874162737,0.2599999999999999,1.669775732778878,0.2599999999999999,1.7063151765669882,0.2599999999999999,1.6338577996410266,0.2599999999999999,1.6895439129272773,0.2599999999999999,1.7110262060774721,0.2599999999999999,1.5923277167035597,
17,0.2699999999999999,1.7260297184304083,0.2699999999999999,1.656242074073896,0.2699999999999999,1.7732911566186176,0.2699999999999999,1.7971188440958719,0.2699999999999999,1.7136084229680328,0.2699999999999999,1.6665953264564755,0.2699999999999999,1.7596377281889564,0.2699999999999999,1.7783688170115424,0.2699999999999999,1.9033746252423847,0.2699999999999999,1.8738310060666379,
18,0.2799999999999999,1.8018403229368891,0.2799999999999999,1.7614790821040784,0.2799999999999999,1.7036740290303083,0.2799999999999999,1.7319055969344952,0.2799999999999999,1.9347068198839532,0.2799999999999999,1.865356119491507,0.2799999999999999,1.8574056873319709,0.2799999999999999,1.8229630799859358,0.2799999999999999,1.6687387557232092,0.2799999999999999,1.8478717426723177,
19,0.2899999999999999,1.8324244996596677,0.2899999999999999,1.8630904564099342,0.2899999999999999,1.9156224542046578,0.2899999999999999,1.9685021373102396,0.2899999999999999,1.8319640075839423,0.2899999999999999,1.8314799000577155,0.2899999999999999,1.7854417959982924,0.2899999999999999,1.7733502478480252,0.2899999999999999,1.9751758389602205,0.2899999999999999,1.676453795592452,
