,beta,error
0,0.01,0.2632646792963017
1,0.02,0.10592398959943838
2,0.03,0.11956417699071975
3,0.04,0.20692601700236415
4,0.05,0.29836016275668364
5,0.060000000000000005,0.3778638334026191
6,0.06999999999999999,0.43156758631674563
7,0.08,0.4967460386958595
8,0.09,0.5469430284992254
