,beta,error
0,0.01,0.527223207808041
1,0.02,0.30642572069466856
2,0.03,0.18785423757559322
3,0.04,0.09165723076225868
4,0.05,0.059361232019700116
5,0.060000000000000005,0.1175048134103227
6,0.06999999999999999,0.19116354359143262
7,0.08,0.24260704253524146
8,0.09,0.3026361590017893
