,beta,error,beta,error,beta,error,beta,error,beta,error,beta,error,beta,error,beta,error,beta,error,beta,error
0,0.07,0.17461262188162507,0.07,0.17092955161115905,0.07,0.1652359458013359,0.07,0.16260946499912404,0.07,0.16847914249290863,0.07,0.16289808900306732,0.07,0.17513741803184577,0.07,0.16936954712724628,0.07,0.17238537389139025,0.07,0.1751861658758294
1,0.08,0.1140485055992494,0.08,0.10526825340528376,0.08,0.10279486239597468,0.08,0.10352255083615072,0.08,0.10698776355095843,0.08,0.10757066929710979,0.08,0.10749718144730047,0.08,0.09350514584916056,0.08,0.10777119096798002,0.08,0.12217691447797896
2,0.09,0.07735875279890828,0.09,0.0777141256617184,0.09,0.07721040290307993,0.09,0.07707834049404819,0.09,0.0814890266454974,0.09,0.07796622696545219,0.09,0.07952385350309049,0.09,0.07887197578490845,0.09,0.07575096962510441,0.09,0.07787516586787871
3,0.09999999999999999,0.07355722574796766,0.09999999999999999,0.06761405611028348,0.09999999999999999,0.06705843393678015,0.09999999999999999,0.06842785138253554,0.09999999999999999,0.07050864365025217,0.09999999999999999,0.0691264284873446,0.09999999999999999,0.07131562787590445,0.09999999999999999,0.07023278047467268,0.09999999999999999,0.07263564860954758,0.09999999999999999,0.07268723793064513
4,0.10999999999999999,0.08518235237374039,0.10999999999999999,0.08605663012901335,0.10999999999999999,0.09160857798413152,0.10999999999999999,0.08819195372426653,0.10999999999999999,0.08482931127343007,0.10999999999999999,0.08827089250108755,0.10999999999999999,0.08786156355583716,0.10999999999999999,0.08812220445953894,0.10999999999999999,0.08376180896601865,0.10999999999999999,0.08754865192387942
5,0.11999999999999998,0.10358021391836253,0.11999999999999998,0.09698546173193967,0.11999999999999998,0.10077237598728697,0.11999999999999998,0.10343968596026903,0.11999999999999998,0.10145054847872342,0.11999999999999998,0.1014660912982811,0.11999999999999998,0.10577306945913817,0.11999999999999998,0.10292445868280217,0.11999999999999998,0.10236346715228067,0.11999999999999998,0.10040267900309807
6,0.12999999999999998,0.11842385923742171,0.12999999999999998,0.12245710738262333,0.12999999999999998,0.12128668595935288,0.12999999999999998,0.1184794475051526,0.12999999999999998,0.11506440232187126,0.12999999999999998,0.11938224758606511,0.12999999999999998,0.11870834060981592,0.12999999999999998,0.11482472460353108,0.12999999999999998,0.11604360011964776,0.12999999999999998,0.1163055591920664
7,0.13999999999999996,0.14680267390820334,0.13999999999999996,0.1389483475709534,0.13999999999999996,0.14567564057340202,0.13999999999999996,0.14422862577222517,0.13999999999999996,0.1433054480272728,0.13999999999999996,0.13560024922368158,0.13999999999999996,0.1457047082513634,0.13999999999999996,0.14474285285129768,0.13999999999999996,0.14972144001535687,0.13999999999999996,0.14726774578261254
